CompanyName,CompanyNumber,incorporation_date,CompanyStatus,SICCode_SicText_1,SICCode_SicText_2,SICCode_SicText_3,SICCode_SicText_4,Company_URL_official_company_website,Game_what_they_say_they_do_description_taken_from_their_website,Number_of_employees_2024,Number_of_employees_2023,Number_of_employees_2022,Location_of_main_manufacturing_site_ideally_google_maps_location
SENSE4INSIGHT & CONTROL LIMITED,16502073,2025-06-06,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,"63110 - Data processing, hosting and related activities",71122 - Engineering related scientific and technical consulting activities,,,,,,
SENSEPLEX LIMITED,16202159,2025-01-22,Active,26120 - Manufacture of loaded electronic boards,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62020 - Information technology consultancy activities,72190 - Other research and experimental development on natural sciences and engineering,,,,,,
SENSING OPCO UK LIMITED,16451118,2025-05-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",70100 - Activities of head offices,71129 - Other engineering activities,,,,,,,
SENSONICS LIMITED,03346114,1997-04-07,Active,26110 - Manufacture of electronic components,26301 - Manufacture of telegraph and telephone apparatus and equipment,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,
SENSOR DRIVEN LTD,10864676,2017-07-13,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENSOR TECHNOLOGY LIMITED,01242171,1976-01-29,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENSOR-WORKS LTD,SC471006,2014-02-26,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SENSORIUM LIMITED,SC177831,1997-08-08,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",43210 - Electrical installation,,,,,,,,
SENSORMETRIX LTD,07424224,2010-10-29,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SENSORTECH UK LIMITED,11214553,2018-02-20,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SENSORY ELECTRONICS LIMITED,16279558,2025-02-26,Active,26400 - Manufacture of consumer electronics,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,
SENSORY PERSPECTIVE LIMITED,04411930,2002-04-09,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",46520 - Wholesale of electronic and telecommunications equipment and parts,58190 - Other publishing activities,72110 - Research and experimental development on biotechnology,,,,,,
SENSTRONICS LIMITED,03504198,1998-02-04,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",29320 - Manufacture of other parts and accessories for motor vehicles,82990 - Other business support service activities n.e.c.,,,,,,,
SENTEX TRADING LIMITED,04572423,2002-10-24,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SENWARE LIMITED,05364856,2005-02-15,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENZHI LIMITED,NI721085,2024-09-11,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SEPM TRANSFORMERS LIMITED,12854347,2020-09-03,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
SEPSOLVE ANALYTICAL LIMITED,04476634,2002-07-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SEQUENTEC LTD,09407003,2015-01-26,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SERCON LIMITED,04290072,2001-09-19,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",32500 - Manufacture of medical and dental instruments and supplies,32990 - Other manufacturing n.e.c.,,,,,,,
SERFILCO INTERNATIONAL LIMITED,01225121,1975-09-03,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,,,,,,,,
SERIUS CONTROLS LTD,08056557,2012-05-03,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SERTUS LIMITED,10210575,2016-06-02,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","43220 - Plumbing, heat and air-conditioning installation",43290 - Other construction installation,,,,,,,
SERVOMEX GROUP LIMITED,02170458,1987-09-29,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SERVOTEL SENSORS LTD,03636772,1998-09-23,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SERVOWATCH SYSTEMS LIMITED,02159287,1987-08-28,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
"SETOK FLUID CONTROL CO., LTD",15655922,2024-04-17,Active,26514 - Manufacture of non-electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,28120 - Manufacture of fluid power equipment,28140 - Manufacture of taps and valves,,,,,,
SEVERN CONTROLS LIMITED,03343337,1997-04-01,Liquidation,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,33140 - Repair of electrical equipment,,,,,,
SEVERN GLOCON GROUP LIMITED,02134858,1987-05-28,Liquidation,28131 - Manufacture of pumps,,,,,,,,,
SEVERN GLOCON LIMITED,00688539,1961-03-30,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEVERN GLOCON UK VALVES LIMITED,12329544,2019-11-22,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEVERN UNIVAL LIMITED,01564220,1981-05-27,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SFE PROCESS PLANT LTD,11834277,2019-02-19,Active - Proposal to Strike off,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SGB ELECTRICAL SERVICES LIMITED,05097235,2004-04-07,Active,27120 - Manufacture of electricity distribution and control apparatus,33120 - Repair of machinery,33170 - Repair and maintenance of other transport equipment n.e.c.,33200 - Installation of industrial machinery and equipment,,,,,,
SGB GROUP (YORKSHIRE) LTD,13680536,2021-10-14,Active,27120 - Manufacture of electricity distribution and control apparatus,33120 - Repair of machinery,33170 - Repair and maintenance of other transport equipment n.e.c.,43210 - Electrical installation,,,,,,
SGK INTERNATIONAL LTD,14227885,2022-07-12,Active,22190 - Manufacture of other rubber products,38320 - Recovery of sorted materials,,,,,,,,
SGM CONTROLS LTD.,05629608,2005-11-20,Active,27120 - Manufacture of electricity distribution and control apparatus,33140 - Repair of electrical equipment,,,,,,,,
SH BRANDS LTD,10232471,2016-06-15,Active,"15120 - Manufacture of luggage, handbags and the like, saddlery and harness",22190 - Manufacture of other rubber products,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,,,,,,
SHADOW TELEMETRY LTD,09423984,2015-02-05,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SHAKTI PUMPS UK LTD,11708655,2018-12-03,Active,28131 - Manufacture of pumps,,,,,,,,,
"SHANDONG GUHONG AUTO INDUSTRIAL CO., LTD",12795417,2020-08-05,Active,"27110 - Manufacture of electric motors, generators and transformers",33200 - Installation of industrial machinery and equipment,45310 - Wholesale trade of motor vehicle parts and accessories,,,,,,,
"SHANDONG YUSENTAI IMPORT & EXPORT CO., LTD.",14798220,2023-04-13,Active,22230 - Manufacture of builders  ware of plastic,23200 - Manufacture of refractory products,"25300 - Manufacture of steam generators, except central heating hot water boilers","27110 - Manufacture of electric motors, generators and transformers",,,,,,
SHANDWOOD ENG LTD,SC367714,2009-10-29,Active,22190 - Manufacture of other rubber products,,,,,,,,,
"SHANGHAI LI-POWER WELDING EQUIPMENT CO., LTD",16007663,2024-10-09,Active,25730 - Manufacture of tools,27200 - Manufacture of batteries and accumulators,28132 - Manufacture of compressors,28290 - Manufacture of other general-purpose machinery n.e.c.,,,,,,
SHANICE JONES LIMITED,NI715123,2024-04-29,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SHAPE ENTERPRISES LTD,07073071,2009-11-11,Active,"27110 - Manufacture of electric motors, generators and transformers",88910 - Child day-care activities,96090 - Other service activities n.e.c.,,,,,,,
SHARKEYE WHEEL ALIGNERS UK LTD,09480492,2015-03-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SHARLING’S BANANA LIMITED,15937065,2024-09-04,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SHARP PUMPS UK LTD,14499156,2022-11-22,Active,28131 - Manufacture of pumps,,,,,,,,,
SHARPE HYDRAULIC SERVICES LTD,07686672,2011-06-29,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SHARPEAGLE TECHNOLOGY LTD,15575256,2024-03-19,Active,26512 - Manufacture of electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,33200 - Installation of industrial machinery and equipment,,,,,,,
SHAW MOISTURE METERS (U.K.) LIMITED,02730480,1992-07-13,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SHEARDOWN ENGINEERING LIMITED,01140673,1973-10-22,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SHEARFORCE LTD,03589662,1998-06-29,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SHEARFORCE MANUFACTURING LIMITED,06326914,2007-07-27,Active,28120 - Manufacture of fluid power equipment,68209 - Other letting and operating of own or leased real estate,70229 - Management consultancy activities other than financial management,79909 - Other reservation service activities n.e.c.,,,,,,
SHEARLINE PRECISION ENGINEERING LIMITED,00976052,1970-04-01,Active,25620 - Machining,25990 - Manufacture of other fabricated metal products n.e.c.,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,
SHELL MOULD UK LTD,06287179,2007-06-20,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SHENYANG HENYI ENTERPRISE (UK) LTD,11950663,2019-04-17,Active,28140 - Manufacture of taps and valves,47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,,,,,,,,
"SHENZHEN MING TAI NUO KE ELECTRONICS CO., LTD",16146563,2024-12-20,Active,26200 - Manufacture of computers and peripheral equipment,26400 - Manufacture of consumer electronics,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26701 - Manufacture of optical precision instruments,,,,,,
"SHENZHEN VOLFINE TECHNOLOGY CO., LTD",16476089,2025-05-27,Active,26512 - Manufacture of electronic industrial process control equipment,33200 - Installation of industrial machinery and equipment,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,,
SHERBORNE RUBBER CO.LIMITED(THE),00332278,1937-10-06,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SHERIFF TECHNOLOGY SOLUTIONS LTD,NI660511,2019-04-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",35130 - Distribution of electricity,,,,,,,,
SHERING WEIGHING LIMITED,SC095802,1985-11-01,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,,,,,,,,
SHIELD GUNMAKERS LIMITED,07962438,2012-02-23,Active - Proposal to Strike off,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SHIEMLOENN LIMITED,07403378,2010-10-11,Active - Proposal to Strike off,26120 - Manufacture of loaded electronic boards,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","59120 - Motion picture, video and television programme post-production activities",62012 - Business and domestic software development,,,,,,
SHIPHAM VALVES LIMITED,02532854,1990-08-20,In Administration,28140 - Manufacture of taps and valves,,,,,,,,,
SHIPHYPE LTD,16160272,2025-01-02,Active,13960 - Manufacture of other technical and industrial textiles,"15120 - Manufacture of luggage, handbags and the like, saddlery and harness",22190 - Manufacture of other rubber products,46420 - Wholesale of clothing and footwear,,,,,,
"SHOO-IN&VAI PRIMETALS TECHNOLOGIES CO., LTD.",14535376,2022-12-12,Active,26110 - Manufacture of electronic components,27120 - Manufacture of electricity distribution and control apparatus,27200 - Manufacture of batteries and accumulators,28910 - Manufacture of machinery for metallurgy,,,,,,
SHOOT AND SCOOT LTD,SC724314,2022-02-24,Active,22190 - Manufacture of other rubber products,47910 - Retail sale via mail order houses or via Internet,90020 - Support activities to performing arts,,,,,,,
SHOWERKAP LTD,14106210,2022-05-13,Active,28140 - Manufacture of taps and valves,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies",62012 - Business and domestic software development,,,,,,,
SHUFFLE ENERGY LIMITED,15724867,2024-05-16,Active,27120 - Manufacture of electricity distribution and control apparatus,62090 - Other information technology service activities,,,,,,,,
"SHUNDA ENTERPRISE CO., LTD",10489373,2016-11-21,Active,14190 - Manufacture of other wearing apparel and accessories n.e.c.,22190 - Manufacture of other rubber products,26110 - Manufacture of electronic components,32990 - Other manufacturing n.e.c.,,,,,,
"SHUNLONG INTERNATIONAL TRADING CO., LIMITED",12380312,2019-12-30,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SICNIX LTD.,16511751,2025-06-11,Active,"27110 - Manufacture of electric motors, generators and transformers",27900 - Manufacture of other electrical equipment,30300 - Manufacture of air and spacecraft and related machinery,,,,,,,
SIDAKE ENERGY TECHNOLOGY LIMITED,11287695,2018-04-03,Active,"27110 - Manufacture of electric motors, generators and transformers",27120 - Manufacture of electricity distribution and control apparatus,27200 - Manufacture of batteries and accumulators,27900 - Manufacture of other electrical equipment,,,,,,
SIEMENS ENERGY LIMITED,00631825,1959-07-03,Active,27120 - Manufacture of electricity distribution and control apparatus,35130 - Distribution of electricity,42220 - Construction of utility projects for electricity and telecommunications,,,,,,,
